run_index,0,1,2,3,4,5,6,7,8,9,10,11
0,0.00019792638932764463,0.00018264636965212687,0.00020560918113102616,0.0002032912634156707,0.00019228638508796486,0.00018472802322344996,0.00013183860753623194,0.00013924877271834736,0.000136156995269302,0.00013303629119260405,0.00012989990370011723,0.00012675935090039576
1,0.0001916239430202689,0.00017683047546095826,0.00019906209648615518,0.00019681798677586448,0.0001861635299104769,0.00017884584423868516,0.00012764055315824392,0.0001348147610819679,0.00013182143316980925,0.0001288000997225226,0.00012576358225665363,0.00012272303211682486
2,0.00018646054450817003,0.00017206569398585693,0.00019369827338236288,0.00019151463227822063,0.0001811472648331783,0.00017402675769092837,0.00012420121759363213,0.00013118211306414703,0.00012826944179981776,0.00012532951962285774,0.0001223748225679359,0.00011941620150137693
3,0.0001932506231650287,0.0001783315750567971,0.00020075191851373988,0.00019848875873772746,0.00018774385705024217,0.00018036405213698052,0.0001287240834844449,0.0001359591926786467,0.0001329404546480826,0.0001298934733456692,0.00012683117912876853,0.00012376481800486518
4,0.00019777276534162306,0.00018250460551732077,0.00020544959401343525,0.00020313347538995386,0.00019213713868865834,0.00018458464337726637,0.00013173627872363624,0.0001391406923780437,0.00013605131466547224,0.0001329330327771499,0.00012979907964599279,0.00012666096444057616
5,0.00019055561470705408,0.0001758446226463431,0.00019795229950352253,0.00019572070099566134,0.0001851256441079165,0.00017784875548198012,0.00012692894053455977,0.0001340631513194659,0.0001310865115982968,0.00012808202247648707,0.00012506243398896616,0.00012203883531016533
6,0.00018671506162575436,0.00017230056225026074,0.00019396266994063947,0.00019177604818425718,0.0001813945293674809,0.00017426430279124367,0.0001243707512394003,0.00013136117557511297,0.00012844452853834012,0.00012550059339166378,0.00012254186319943808,0.00011957920363933146
7,0.00019429491483266204,0.0001792952468673077,0.00020183674583451017,0.0001995613563494396,0.0001887583911425824,0.00018133870708868225,0.00012941968531798596,0.00013669389174314194,0.0001336588409943032,0.00013059539435204546,0.00012751655204706013,0.0001244336208582369
8,0.00019741962511791197,0.0001821787279016169,0.00020508274615414619,0.0002027707631589826,0.00019179406135936826,0.0001842550516756826,0.00013150105230679888,0.00013889224474599075,0.00013580838338211703,0.00013269566945337566,0.00012956731226414675,0.0001264348004323987
9,0.00018954467367013063,0.00017491172678059394,0.00019690211736520498,0.00019468235799686745,0.00018414351030459988,0.00017690522723402534,0.000126255553529108,0.00013335191569717014,0.0001303910677292427,0.0001274025181081026,0.00012439894922683338,0.00012139139142926444
10,0.00018716367531560764,0.00017271454273111675,0.00019442869720324069,0.00019223682172792483,0.00018183035960222572,0.00017468300148220192,0.00012466957245466556,0.00013167679243625475,0.00012875313767456796,0.00012580212923879892,0.00012283629020994665,0.00011986651237225994
11,0.0001952634887063536,0.0001801890463367499,0.00020284291626843326,0.00020055618380606649,0.0001896993650546285,0.0001822426933516597,0.0001300648515903423,0.0001373753204483124,0.00013432513975712194,0.00013124642161697816,0.00012815223106564064,0.00012505393124709053
12,0.00019687953912496812,0.0001816803368268024,0.00020452169596206845,0.00020221603791879792,0.0001912693653672239,0.00018375098034802332,0.000131141301464572,0.00013851227362675152,0.00013543684886246012,0.00013233265046601168,0.00012921285160474952,0.00012608890946693156
13,0.0001886271056215841,0.00017406499546020196,0.0001959489326194289,0.00019373991889871318,0.00018325208878306056,0.00017604884556427026,0.00012564436219554683,0.00013270637153764845,0.00012975985675798407,0.00012678577442622099,0.0001237967455411632,0.00012080374704977666
14,0.00018779041661169628,0.0001732928992748324,0.00019507976634620605,0.00019288055109796713,0.00018243924161447087,0.00017526794965961397,0.00012508704432409373,0.0001321177288701922,0.00012918428387986427,0.00012622339361820844,0.00012324762310134815,0.00012026790058605268
15,0.00019612186718624423,0.00018098115755381457,0.00020373461391901104,0.0002014378289785903,0.00019053328364171615,0.00018304383240293223,0.0001306366168001876,0.00013797922248612882,0.00013491563319775288,0.00013182338100977117,0.0001287155883938616,0.0001256036684463969
16,0.00019617173239999309,0.00018102717314725866,0.00020378641472132273,0.0002014890458089379,0.00019058172792307744,0.00018309037244438264,0.00013066983197865614,0.00013801430456810614,0.00013494993634295533,0.00013185689793047695,0.0001287483151388195,0.00012563560396620702
17,0.0001878355725450592,0.00017333456914677325,0.00019512667507077532,0.000192926931000997,0.00018248311080857444,0.00017531009445059047,0.00012511712265471348,0.000132149497793594,0.00012921534742943018,0.00012625374519447047,0.00012327725912621206,0.00012029682010922405
18,0.0001885729758727955,0.00017401504455602995,0.00019589270174813852,0.00019368432194139491,0.0001831995014865629,0.00017599832536064675,0.0001256083064137442,0.00013266828919242927,0.00012972261996518057,0.00012674939109681005,0.00012376121996431194,0.00012076908036463096
19,0.00019683949521550126,0.00018164338432786757,0.0002044800976918088,0.00020217490860312013,0.0001912304625275251,0.00018371360669480264,0.00013111462824892678,0.00013848410120736345,0.000135409301962775,0.00013230573493838336,0.00012918657062220245,0.000126063263872179
20,0.00019532140020966102,0.00018024248704203498,0.00020290307568837494,0.0002006156650238751,0.0001897556263427964,0.0001822967431302881,0.00013010342639576525,0.00013741606340224202,0.0001343649780844347,0.00013128534685399973,0.00012819023862354294,0.00012509101990714163
21,0.00018719825005155367,0.00017274644827955664,0.0001944646140062998,0.00019227233362594212,0.00018186394911503916,0.00017471527066392387,0.00012469260265826068,0.00013170111708323034,0.00012877692223495243,0.00012582536865954948,0.00012285898175140862,0.00011988865530681738
22,0.00018948349692210451,0.00017485527290917206,0.00019683856595546805,0.00019461952302857373,0.00018408407681637557,0.000176848129947663,0.00012621480374682401,0.0001333088755188974,0.00013034898318346847,0.0001273613981357115,0.00012435879867538706,0.00012135221158621101
23,0.0001973908279258266,0.00018215215386766195,0.00020505283115845679,0.00020274118540746725,0.0001917660847566242,0.00018422817477267643,0.00013148187052048734,0.00013887198482173685,0.00013578857329433713,0.00013267631341073365,0.00012954841254849268,0.00012641635764976166
24,0.00019435881119305245,0.00017935421039561202,0.00020190312242219892,0.00019962698464628045,0.0001888204667465556,0.00018139834263493853,0.00012946224663186188,0.0001367388452725614,0.00013370279640858098,0.0001306383423128299,0.00012755848749129118,0.000124474542441233
25,0.00018673782443326384,0.0001723215677572516,0.0001939863163186094,0.00019179942798678483,0.0001814166435382356,0.000174285547701781,0.00012438591352703594,0.0001313771900793945,0.0001284601874683338,0.0001255158934206214,0.000122556802523666,0.00011959378177979255
26,0.00019048956862274043,0.00017578367535391482,0.00019788368974734617,0.00019565286470576897,0.00018506148003740003,0.00017778711356228284,0.00012688494729132065,0.00013401668537717912,0.00013104107735165593,0.0001280376295780225,0.00012501908767207907,0.00012199653696477767
27,0.0001977562399390306,0.00018248935588435972,0.00020543242715404658,0.00020311650205970274,0.00019212108418507537,0.00018456921994149187,0.00013172527116636122,0.00013912906612629684,0.0001360399465544778,0.0001329219252220693,0.00012978823395627624,0.00012665038096399629
28,0.00019331822991154444,0.0001783939625274979,0.00020082214951142166,0.00019855819799219622,0.0001878095373111676,0.0001804271506489215,0.0001287691162835121,0.00013600675660638658,0.00013298696250131422,0.00012993891524377388,0.0001268755497146803,0.00012380811585581842
29,0.00018647068511660664,0.00017207505173407484,0.0001937088076128104,0.00019152504775191205,0.00018115711648027544,0.00017403622209108814,0.00012420797224469403,0.0001311892473694017,0.00012827641770019982,0.00012533633563633338,0.00012238147789097722,0.00011942269592057755
30,0.0001915553785927402,0.00017676720424271428,0.00019899087063372195,0.0001967475638820552,0.00018609691925810303,0.0001787818519069711,0.00012759488244863006,0.00013476652338906633,0.00013177426651120257,0.00012875401411879312,0.00012571858314075257,0.00012267912093167203
31,0.00019792272395694307,0.00018264298724994017,0.00020560537348379406,0.00020328749869362767,0.00019228282416370104,0.00018472460227141635,0.00013183616603577796,0.00013924619399009652,0.00013615447379723876,0.0001330338275124165,0.00012989749810224434,0.00012675700346197427
32,0.00019223669715884333,0.00017739592466295762,0.00019969863554037082,0.00019744734986088376,0.00018675882333574683,0.00017941773796708267,0.00012804870819338674,0.000135245857016494,0.00013224295736691372,0.00012921196262916066,0.00012616573531902726,0.00012311546243968922
33,0.00018640634126006395,0.00017201567525655277,0.0001936419661587754,0.0001914589598293564,0.00018109460613176031,0.00017397616888915746,0.0001241651128539937,0.0001311439790093514,0.00012823215444555928,0.0001252930868908551,0.00012233924875318017,0.00011938148774456076
34,0.00019264298799163997,0.00017777084963322223,0.00020012069712455944,0.0001978646533694963,0.00018715353672287138,0.00017979693602476103,0.000128319338187864,0.00013553169813159663,0.0001325224518758924,0.00012948505115325506,0.0001264323856643087,0.0001233756660558772
35,0.00019788435377247914,0.00018260757926357197,0.00020556551390653265,0.00020324808846993966,0.00019224554735543516,0.0001846887907338502,0.00013181060768700084,0.00013921919910015926,0.00013612807828200562,0.00013300803697962905,0.0001298723155923034,0.00012673242978236996
